"SVSPP","COMNAME","ITISSPP","NESPP3","SCINAME","Fed.Managed","SOE.17","EMAX","RPATH","SOE.18","SizeCat","Min.size","Garrison.Link","NEIEA","SOE.20","SOE.24","FMP"
478,"SQUIRRELFISH",166172,NA,"HOLOCENTRUS ADSCENSIONIS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
479,"DEEPWATER SQUIRRELFISH",622109,NA,"SARGOCENTRON BULLISI ",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
480,"LONGSPINE SQUIRRELFISH",166173,NA,"HOLOCENTRUS RUFUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
481,"DUSKY SQUIRRELFISH",622110,NA,"SARGOCENTRON VEXILLARIUM ",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
482,"BLACKBAR SOLDIERFISH",166211,NA,"MYRIPRISTIS JACOBUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
483,"BIGEYE SOLDIERFISH",166240,NA,"OSTICHTHYS TRACHYPOMA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
484,"CARDINAL SOLDIERFISH",166245,NA,"PLECTRYPOPS RETROSPINIS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
485,"SQUIRRELFISH UNCL",166170,24,"HOLOCENTRIDAE",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
486,"SHORTSPINE BOARFISH",166312,NA,"ANTIGONIA COMBATIA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
487,"UNICORNFISH",166338,NA,"EUMECICHTHYS FISKI",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
488,"FOURSPINE STICKLEBACK",166397,NA,"APELTES QUADRACUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
489,"RED CORNETFISH",166417,NA,"FISTULARIA PETIMBA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
490,"CORNETFISH UNCL",166415,NA,"FISTULARIA ",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
491,"WHITENOSE PIPEFISH",166597,NA,"COSMOCAMPUS ALBIROSTRIS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
492,"LINED SEAHORSE",166488,NA,"HIPPOCAMPUS ERECTUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
493,"LONGSNOUT SEAHORSE",166492,NA,"HIPPOCAMPUS REIDI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
494,"DUSKY PIPEFISH",166446,NA,"SYNGNATHUS FLORIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
495,"CHAIN PIPEFISH",166452,NA,"SYNGNATHUS LOUISIANAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
496,"BULL PIPEFISH",166455,NA,"SYNGNATHUS SPRINGERI",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
497,"COMMON SNOOK",167648,NA,"CENTROPOMUS UNDECIMALIS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
498,"MUTTON HAMLET",167745,NA,"EPINEPHELUS AFER",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
499,"CRIMSON BASS",167770,NA,"ANTHIAS ASPERILINGUIS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
500,"YELLOWFIN BASS",167771,NA,"ANTHIAS NICHOLSI",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
501,"SQUID CUTTLEFISH AND OCTOPOD UNCL",82326,NA,"CEPHALOPODA",NA,"Benthivore",NA,"OtherCephalopods","Benthivore",NA,NA,NA,NA,"Benthivore","Benthivore",NA
502,"NORTHERN SHORTFIN SQUID",82521,802,"ILLEX ILLECEBROSUS","MAFMC","Macroplanktivore",NA,"Illex","Planktivore","L",31,"Planktivores","Forage Fish","Piscivore","Piscivore","Mackerel Squid Butterfish"
503,"LONGFIN SQUID",82372,801,"LOLIGO PEALEII","MAFMC","Macroplanktivore",NA,"Loligo","Planktivore","L",31,"Planktivores","Forage Fish","Piscivore","Piscivore","Mackerel Squid Butterfish"
504,"ATLANTIC BRIEF SQUID",82379,NA,"LOLLIGUNCULA BREVIS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Piscivore",NA
505,"ARROW SQUID",82373,NA,"LOLIGO PLEI",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
506,"BOBTAIL UNCL",82335,NA,"SEPIOLIDAE",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
507,"LESSER SHINING BOBTAIL",82340,NA,"SEMIROSSIA TENERA",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
508,"SHIELD BOBTAIL",82355,NA,"STOLOTEUTHIS LEUCOPTERA",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
509,"RUPPELL'S ABRALIA",82407,NA,"ABRALIA VERANYI",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
510,"OCTOPUS UNCL",82589,NA,"OCTOPODA",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
511,"COMMON OCTOPUS",82603,NA,"OCTOPUS VULGARIS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
512,"SPOONARM OCTOPUS",82636,NA,"BATHYPOLYPUS ARCTICUS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Benthivore",NA
513,"UNICORN OCTOPUS",82652,NA,"SCAEURGUS UNICIRRHUS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
514,"VERRILL'S BOBTAIL",82353,NA,"ROSSIA MEGAPTERA",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
515,"OWEN'S BOBTAIL",82348,NA,"ROSSIA PALPEBROSA",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
516,"BLOTCHED SWIMMING CRAB",98721,NA,"PORTUNUS SPINIMANUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
517,"BATHYAL SWIMMING CRAB",98694,NA,"BATHYNECTES LONGISPINA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
518,"SPECKLED SWIMMING CRAB",98691,NA,"ARENAEUS CRIBRARIUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
519,"NORTHERN SHORTFIN SQUID EGG MOPS",NA,NA,"ILLEX ILLECEBROSUS EGG MOPS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
520,"LONGFIN SQUID EGG MOPS",NA,NA,"LOLIGO PEALEII EGG MOPS",NA,"Other",NA,"OtherCephalopods","Other",NA,NA,NA,NA,"Other","Other",NA
523,"SCHOOL BASS",167846,NA,"SCHULTZEA BETA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
524,"YELLOWMOUTH GROUPER",167762,141,"MYCTEROPERCA INTERSTITIALIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
526,"BANK SEA BASS",167690,328,"CENTROPRISTIS OCYURUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
527,"ROCK SEA BASS",167691,333,"CENTROPRISTIS PHILADELPHICA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
528,"MARBLED GROUPER",167743,NA,"EPINEPHELUS INERMIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
529,"DWARF SAND PERCH",167796,NA,"DIPLECTRUM BIVITTATUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
530,"SAND PERCH",167793,311,"DIPLECTRUM FORMOSUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
531,"ROCK HIND",167696,28,"EPINEPHELUS ADSCENSIONIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
532,"SPECKLED HIND",167698,29,"EPINEPHELUS DRUMMONDHAYI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
533,"YELLOWEDGE GROUPER",167699,142,"EPINEPHELUS FLAVOLIMBATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
534,"RED HIND",167700,32,"EPINEPHELUS GUTTATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
535,"RED GROUPER",167702,26,"EPINEPHELUS MORIO",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
536,"WARSAW GROUPER",167704,141,"EPINEPHELUS NIGRITUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
537,"SNOWY GROUPER",167705,146,"EPINEPHELUS NIVEATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
538,"NASSAU GROUPER",167706,NA,"EPINEPHELUS STRIATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
539,"RED BARBIER",167801,337,"HEMANTHIAS VIVANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
540,"BLACK GROUPER",167760,141,"MYCTEROPERCA BONACI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
541,"GAG",167759,141,"MYCTEROPERCA MICROLEPIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
542,"SCAMP",167763,145,"MYCTEROPERCA PHENAX",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
543,"YELLOWFIN GROUPER",167764,141,"MYCTEROPERCA VENENOSA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
544,"ROUGHTONGUE BASS",167931,NA,"HOLANTHIAS MARTINICENSIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
545,"CREOLE-FISH",167838,141,"PARANTHIAS FURCIFER",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
546,"STREAMER BASS",167803,NA,"HEMANTHIAS AUREORUBENS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
547,"PYGMY SEA BASS",167848,NA,"SERRANICULUS PUMILIO",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
548,"ORANGEBACK BASS",167850,NA,"SERRANUS ANNULARIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
549,"BLACKEAR BASS",167851,NA,"SERRANUS ATROBRANCHUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
550,"LANTERN BASS",167852,NA,"SERRANUS BALDWINI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
551,"SADDLE BASS",167856,NA,"SERRANUS NOTOSPILUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
552,"TATTLER",167857,NA,"SERRANUS PHOEBE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
553,"BELTED SANDFISH",167858,NA,"SERRANUS SUBLIGARIUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
554,"SEA BASS UNCL",167674,141,"SERRANIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
555,"FRECKLED SOAPFISH",167985,NA,"RYPTICUS BISTRISPINUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
556,"GLASSEYE SNAPPER",168179,NA,"PRIACANTHUS CRUENTATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
557,"SHORT BIGEYE",168190,NA,"PRISTIGENYS ALTA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
558,"FLAMEFISH",168204,NA,"APOGON MACULATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
559,"TWOSPOT CARDINALFISH",168207,NA,"APOGON PSEUDOMACULATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
562,"BLACKLINE TILEFISH",168541,NA,"CAULOLATILUS CYANOPS",NA,"Other","Southern Perciformes","Tilefish","Other",NA,NA,NA,NA,"Other","Other",NA
563,"COBIA",168566,57,"RACHYCENTRON CANADUM",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
564,"SHARKSUCKER",168575,NA,"ECHENEIS NAUCRATES",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
565,"SPEARFISH REMORA",168572,NA,"REMORA BRACHYPTERA",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
566,"MARLINSUCKER",168570,NA,"REMORA OSTEOCHIR",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
567,"REMORA",168571,NA,"REMORA REMORA",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
568,"AFRICAN POMPANO",168602,NA,"ALECTIS CILIARIS",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
569,"YELLOW JACK",168606,NA,"CARANX BARTHOLOMAEI",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
570,"CREVALLE JACK",168609,87,"CARANX HIPPOS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Benthivore",NA
571,"HORSE-EYE JACK",168610,NA,"CARANX LATUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
572,"BAR JACK",168614,NA,"CARANX RUBER",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
573,"ATLANTIC BUMPER",168670,NA,"CHLOROSCOMBRUS CHRYSURUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Planktivore",NA
574,"RAINBOW RUNNER",168738,NA,"ELAGATIS BIPINNULATA",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
575,"BLUNTNOSE JACK",168740,NA,"HEMICARANX AMBLYRHYNCHUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
576,"PILOTFISH",168742,NA,"NAUCRATES DUCTOR",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
577,"LEATHERJACK",168673,NA,"OLIGOPLITES SAURUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
578,"ALMACO JACK",168691,NA,"SERIOLA RIVOLIANA",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
579,"FLORIDA POMPANO",168708,272,"TRACHINOTUS CAROLINUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
580,"PERMIT",168709,NA,"TRACHINOTUS FALCATUS",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
581,"PALOMETA",168710,NA,"TRACHINOTUS GOODEI",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
582,"JACK POMPANO UNCL",168584,4,"CARANGIDAE",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
583,"POMPANO DOLPHIN",168792,NA,"CORYPHAENA EQUISELIS ",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
584,"DOLPHIN",168791,105,"CORYPHAENA HIPPURUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
585,"ATLANTIC POMFRET",170290,NA,"BRAMA BRAMA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
586,"MUTTON SNAPPER",168849,336,"LUTJANUS ANALIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
587,"SCHOOLMASTER",168850,NA,"LUTJANUS APODUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
588,"BLACKFIN SNAPPER",168852,336,"LUTJANUS BUCCANELLA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
589,"RED SNAPPER",168853,376,"LUTJANUS CAMPECHANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
590,"GRAY SNAPPER",168848,336,"LUTJANUS GRISEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
591,"DOG SNAPPER",168857,375,"LUTJANUS JOCU",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
592,"LANE SNAPPER",168860,NA,"LUTJANUS SYNAGRIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
593,"SILK SNAPPER",168861,336,"LUTJANUS VIVANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
594,"YELLOWTAIL SNAPPER",168907,336,"OCYURUS CHRYSURUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
595,"WENCHMAN",168913,379,"PRISTIPOMOIDES AQUILONARIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
596,"VERMILION SNAPPER",168909,374,"RHOMBOPLITES AURORUBENS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
597,"SNAPPER UNCL",168845,336,"LUTJANIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
598,"TRIPLETAIL",169007,459,"LOBOTES SURINAMENSIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
599,"SILVER JENNY",169016,NA,"EUCINOSTOMUS GULA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
600,"DOGFISH,UNC",160604,350,"SQUALIDAE",NA,"Other","Southern Elasmobranchs","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
601,"BROADBAND DOGFISH",160669,NA,"ETMOPTERUS GRACILISPINIS",NA,"Other","Southern Elasmobranchs","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
602,"CARIBBEAN LANTERNSHARK",160657,NA,"ETMOPTERUS HILLIANUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
603,"PORTUGUESE SHARK",160724,NA,"CENTROSCYMNUS COELOLEPIS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
604,"GLADIATOR BOX CRAB",98355,NA,"ACANTHOCARPUS ALEXANDRI",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
616,"BULLEYE",168195,NA,"COOKEOLUS JAPONICUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
617,"SPOTTED TINSELFISH",166302,NA,"XENOLEPIDICHTHYS DALGLEISHI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
618,"BASSLET UNCL",553216,NA,"GRAMMATIDAE",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
619,"DAMSELFISH UNCL",170044,NA,"POMACENTRIDAE",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
620,"BARRACUDAS",170425,18,"SPHYRAENA ",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
621,"BLUELINE TILEFISH",168543,444,"CAULOLATILUS MICROPS","MAFMC","Other","Southern Perciformes","Tilefish","Other",NA,NA,NA,NA,"Other","Other","Tilefish"
622,"GOLDFACE TILEFISH",168544,443,"CAULOLATILUS CHRYSOPS",NA,"Other","Southern Perciformes","Tilefish","Other",NA,NA,NA,NA,"Other","Other",NA
623,"ANCHOR TILEFISH",168542,NA,"CAULOLATILUS INTERMEDIUS",NA,"Other","Southern Perciformes","Tilefish","Other",NA,NA,NA,NA,"Other","Other",NA
624,"SAND TILEFISH",168548,445,"MALACANTHUS PLUMIERI",NA,"Other","Southern Perciformes","Tilefish","Other",NA,NA,NA,NA,"Other","Other",NA
625,"MOJARRA UNCL",169013,NA,"GERREIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
626,"PORKFISH",169086,NA,"ANISOTREMUS VIRGINICUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
627,"TOMTATE",169058,149,"HAEMULON AUROLINEATUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
628,"CAESAR GRUNT",169063,NA,"HAEMULON CARBONARIUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
629,"WHITE GRUNT",169059,NA,"HAEMULON PLUMIERI",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
630,"GRUNT UNCL",169055,144,"HAEMULIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
631,"SHEEPSHEAD",169189,356,"ARCHOSARGUS PROBATOCEPHALUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
632,"JOLTHEAD PORGY",169197,325,"CALAMUS BAJONADO",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
633,"SAUCEREYE PORGY",169198,332,"CALAMUS CALAMUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
634,"WHITEBONE PORGY",169200,332,"CALAMUS LEUCOSTEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
635,"KNOBBED PORGY",169201,332,"CALAMUS NODOSUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
636,"SHEEPSHEAD PORGY",169205,NA,"CALAMUS PENNA",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
637,"LITTLEHEAD PORGY",169203,332,"CALAMUS PRORIDENS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
638,"SILVER PORGY",169193,NA,"DIPLODUS ARGENTEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
639,"SPOTTAIL PINFISH",169192,NA,"DIPLODUS HOLBROOKII ",NA,"Other","Southern Perciformes","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
640,"PINFISH",169187,267,"LAGODON RHOMBOIDES",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
641,"RED PORGY",169208,NA,"PAGRUS SEDECIM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
643,"PORGY AND PINFISH UNCL",169180,332,"SPARIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
644,"SAND SEATROUT",169243,334,"CYNOSCION ARENARIUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
645,"SPOTTED SEATROUT",169239,345,"CYNOSCION NEBULOSUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
646,"SILVER SEATROUT",169240,NA,"CYNOSCION NOTHUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
647,"HIGH-HAT",169313,NA,"EQUETUS ACUMINATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
648,"JACKKNIFE-FISH",169314,NA,"EQUETUS LANCEOLATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
649,"SPOTTED DRUM",169317,NA,"EQUETUS PUNCTATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
650,"CUBBYU",169318,NA,"EQUETUS UMBROSUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
651,"BANDED DRUM",169269,109,"LARIMUS FASCIATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
652,"SOUTHERN KINGFISH",169274,NA,"MENTICIRRHUS AMERICANUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
653,"GULF KINGFISH",169275,NA,"MENTICIRRHUS LITTORALIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
654,"RED DRUM",169290,107,"SCIAENOPS OCELLATUS",NA,"Other","Southern Perciformes","RedDrum","Other",NA,NA,NA,NA,"Other","Other",NA
655,"STAR DRUM",169292,NA,"STELLIFER LANCEOLATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
656,"SPOTTED GOATFISH",169421,NA,"PSEUDUPENEUS MACULATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
657,"DWARF GOATFISH",169441,NA,"UPENEUS PARVUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
